Time,Rla,Rlo,RCPI,DistanceDelta(m),TimeDelta(s),Speed(km/h)
15:28:38,37.4090584,127.1006404,96,0.5809953801224845,1.0,2.0915833684409444
15:28:39,37.409061,127.1006347,118,0.5805536570454298,1.0,2.0899931653635475
15:28:40,37.4090628,127.1006282,74,0.6079963050919727,1.0,2.1887866983311017
15:28:41,37.409064,127.1006208,104,0.6670804138029043,1.0,2.4014894896904555
15:28:42,37.4090644,127.1006149,114,0.523007416883661,1.0,1.8828267007811799
15:28:43,37.4090639,127.1006074,106,0.6647604609763231,1.0,2.3931376595147635
15:28:44,37.409062,127.1005978,98,0.8738365569216634,1.0,3.1458116049179883
15:28:45,37.4090611,127.1005921,102,0.5132980433422111,1.0,1.84787295603196
15:28:46,37.4090609,127.1005925,100,0.0417463605748976,1.0,0.15028689806963136
15:28:47,37.4090609,127.1005925,102,0.0,1.0,0.0
15:28:48,37.4090609,127.1005925,106,0.0,1.0,0.0
15:28:49,37.4090609,127.1005925,94,0.0,1.0,0.0
15:28:50,37.4090609,127.1005925,108,0.0,1.0,0.0
15:28:51,37.4090609,127.1005925,106,0.0,1.0,0.0
