Time,Rla,Rlo,RCPI,DistanceDelta(m),TimeDelta(s),Speed(km/h)
15:42:36,37.4031096,127.1124461,172,1.3790880217438362,1.0,4.964716878277811
15:42:37,37.4031091,127.1124706,172,2.164828698392267,1.0,7.793383314212162
15:42:38,37.4031088,127.1125053,172,3.0652745307884395,1.0,11.034988310838383
15:42:39,37.4031085,127.1125482,172,3.789555779606437,1.0,13.642400806583174
15:42:40,37.4031056,127.1125974,172,4.357842708656852,1.0,15.688233751164669
15:42:41,37.4030952,127.1126538,172,5.114338741592051,1.0,18.411619469731384
15:42:42,37.4030745,127.112709,172,5.3918672620005665,1.0,19.41072214320204
15:42:43,37.4030411,127.1127538,172,5.427051448211451,1.0,19.537385213561222
15:42:44,37.4029912,127.1127932,172,6.549765475645818,1.0,23.579155712324944
15:42:45,37.4029271,127.1128232,170,7.604261843386125,1.0,27.375342636190048
15:42:46,37.4028523,127.1128382,172,8.422254418984837,1.0,30.320115908345414
15:42:47,37.4027678,127.1128434,172,9.407191682546912,1.0,33.86589005716888
15:42:48,37.4026748,127.1128457,172,10.343123664027608,1.0,37.23524519049939
15:42:49,37.4025744,127.1128466,172,11.164253686292167,1.0,40.191313270651804
15:42:50,37.4024691,127.1128458,170,11.709039015411392,1.0,42.15254045548101
15:42:51,37.4023618,127.1128448,172,11.93154260445813,1.0,42.95355337604927
15:42:52,37.4022518,127.1128448,170,12.23144193083345,1.0,44.03319095100042
15:42:53,37.4021381,127.1128453,172,12.64294030349552,1.0,45.51458509258387
15:42:54,37.402021,127.112846,172,13.021072722718175,1.0,46.87586180178543
15:42:55,37.4018901,127.1128467,170,14.55554723244097,1.0,52.399970036787494
15:42:56,37.4017768,127.1128478,172,12.598759883477166,1.0,45.3555355805178
15:42:57,37.4016375,127.1128495,172,15.490181172363652,1.0,55.76465222050915
15:42:58,37.4015276,127.1128524,172,12.223007051060698,1.0,44.00282538381851
15:42:59,37.4013997,127.1128533,172,14.222053317862235,1.0,51.19939194430405
15:43:00,37.401271,127.1128534,172,14.310789785079141,1.0,51.51884322628491
15:43:01,37.401127,127.1128551,172,16.012773580448034,1.0,57.645984889612926
15:43:02,37.4010083,127.1128561,172,13.199133377261296,1.0,47.516880158140665
15:43:03,37.4008745,127.1128555,172,14.877975587597161,1.0,53.56071211534978
15:43:04,37.4007381,127.1128542,172,15.167422711151287,1.0,54.60272176014463
15:43:05,37.4006008,127.1128542,172,15.267063428150536,1.0,54.96142834134193
15:43:06,37.4004622,127.1128546,170,15.411657337042191,1.0,55.48196641335189
15:43:07,37.4003238,127.1128551,172,15.389441226676249,1.0,55.4019884160345
15:43:08,37.4001842,127.1128555,172,15.522851974347516,1.0,55.88226710765106
15:43:09,37.4000456,127.112856,172,15.41168012127863,1.0,55.48204843660307
15:43:10,37.3998936,127.1128567,172,16.901741959919296,1.0,60.846271055709465
15:43:11,37.3997701,127.112857,172,13.732599010450093,1.0,49.43735643762034
15:43:12,37.3996339,127.112856,172,15.145006624555696,1.0,54.52202384840051
15:43:13,37.3995005,127.1128567,172,14.833532096072206,1.0,53.400715545859946
15:43:14,37.3993708,127.1128584,172,14.422763797574394,1.0,51.92194967126782
15:43:15,37.3992457,127.1128597,172,13.91095932424793,1.0,50.079453567292546
15:43:16,37.3991256,127.1128604,170,13.354653846447329,1.0,48.076753847210384
15:43:17,37.3990074,127.1128606,172,13.143252203064375,1.0,47.31570793103175
15:43:18,37.3988925,127.1128607,172,12.776300125244516,1.0,45.99468045088026
15:43:19,37.3987782,127.1128605,172,12.709592394843545,1.0,45.754532621436766
15:43:20,37.3986639,127.1128603,172,12.709592394881003,1.0,45.75453262157161
15:43:21,37.398552,127.1128603,170,12.442712291556775,1.0,44.79376424960439
15:43:22,37.3984425,127.1128612,172,12.176104024878082,1.0,43.8339744895611
15:43:23,37.3983373,127.1128619,172,11.697869718149198,1.0,42.11233098533711
15:43:24,37.3982347,127.1128609,172,11.408941465119476,1.0,41.072189274430116
15:43:25,37.3981325,127.1128583,172,11.366442218864021,1.0,40.91919198791048
15:43:26,37.3980326,127.112856,172,11.110231085682825,1.0,39.99683190845817
15:43:27,37.3979349,127.1128553,172,10.86392031595156,1.0,39.11011313742562
15:43:28,37.3978394,127.1128553,172,10.619115494607644,1.0,38.228815780587524
15:43:29,37.3977449,127.1128555,172,10.507935420856208,1.0,37.82856751508235
15:43:30,37.3976524,127.1128551,172,10.285591409745459,1.0,37.028129075083655
15:43:31,37.3975628,127.1128506,172,9.970992656480078,1.0,35.895573563328284
15:43:32,37.3974758,127.1128429,172,9.697842482837641,1.0,34.91223293821551
15:43:33,37.397393,127.1128352,172,9.232032134437443,1.0,33.2353156839748
15:43:34,37.3973135,127.1128352,172,8.839996668046023,1.0,31.823988004965685
15:43:35,37.3972318,127.1128421,172,9.105050843655407,1.0,32.778183037159465
15:43:36,37.397151,127.1128491,172,9.00580469095609,1.0,32.42089688744193
15:43:37,37.3970733,127.1128523,172,8.644469031812577,1.0,31.120088514525275
15:43:38,37.3969994,127.1128511,172,8.217988808094384,1.0,29.584759709139785
15:43:39,37.3969239,127.1128439,172,8.419276142248494,1.0,30.30939411209458
15:43:40,37.3968672,127.1128354,172,6.349308557543539,1.0,22.857510807156743
15:43:41,37.3968051,127.1128278,172,6.937766035541595,1.0,24.975957727949744
15:43:42,37.3967376,127.1128215,172,7.526262351628289,1.0,27.09454446586184
15:43:43,37.3966883,127.1128188,172,5.487096244683287,1.0,19.753546480859836
15:43:44,37.3966391,127.1128177,172,5.471653317976701,1.0,19.697951944716124
15:43:45,37.3965874,127.1128181,172,5.7488863035981375,1.0,20.695990692953295
15:43:46,37.3965468,127.1128189,172,4.515067138010551,1.0,16.254241696837983
15:43:47,37.3965071,127.1128201,172,4.415711208989714,1.0,15.896560352362972
15:43:48,37.3964752,127.1128208,172,3.547657127739168,1.0,12.771565659861006
15:43:49,37.3964446,127.1128202,172,3.4029775600139405,1.0,12.250719216050186
15:43:50,37.3964096,127.1128155,172,3.9139069566911013,1.0,14.090065044087964
15:43:51,37.3963758,127.1128024,172,3.9325175943032153,1.0,14.157063339491575
15:43:52,37.3963437,127.1127723,172,4.450914375270798,1.0,16.02329175097487
15:43:53,37.3963211,127.1127245,172,4.913823581493538,1.0,17.689764893376736
15:43:54,37.3963118,127.1126609,172,5.712750489944557,1.0,20.565901763800404
15:43:55,37.3963107,127.1125939,172,5.919991684976838,1.0,21.31197006591662
15:43:56,37.3963109,127.1125335,172,5.335735468559077,1.0,19.20864768681268
15:43:57,37.3963109,127.1124776,172,4.938162608677575,1.0,17.77738539123927
15:43:58,37.3963115,127.1124215,172,4.956279497089674,1.0,17.842606189522826
15:43:59,37.3963124,127.1123781,172,3.8352281513192836,1.0,13.806821344749421
15:44:00,37.3963131,127.1123302,172,4.232164545043741,1.0,15.235792362157467
15:44:01,37.3963137,127.1122941,172,3.189743677499265,1.0,11.483077238997355
15:44:02,37.3963142,127.1122643,172,2.6330957928316554,1.0,9.47914485419396
15:44:03,37.3963145,127.1122395,172,2.191066601659153,1.0,7.8878397659729504
15:44:04,37.3963148,127.1122101,172,2.5973872712238975,1.0,9.35059417640603
15:44:05,37.3963151,127.1121862,172,2.111570848598641,1.0,7.601655054955108
15:44:06,37.3963156,127.1121411,172,3.984486663431027,1.0,14.344151988351697
15:44:07,37.3963151,127.1120973,172,3.869657191954905,1.0,13.930765891037659
15:44:08,37.3963144,127.1120468,172,4.461809553472102,1.0,16.062514392499565
15:44:09,37.3963142,127.1120061,172,3.5954750224658736,1.0,12.943710080877144
15:44:10,37.3963136,127.1119531,172,4.682453999056267,1.0,16.85683439660256
15:44:11,37.3963103,127.1118883,172,5.736130427779567,1.0,20.65006954000644
15:44:12,37.3963043,127.1118161,172,6.4128914031019075,1.0,23.086409051166868
15:44:13,37.3962969,127.1117385,172,6.904332296449008,1.0,24.855596267216427
15:44:14,37.3962902,127.1116531,172,7.580867821935801,1.0,27.291124158968884
15:44:15,37.3962864,127.1115517,172,8.967560329949968,1.0,32.283217187819886
15:44:16,37.3962873,127.1114538,172,8.648991777198763,1.0,31.136370397915545
15:44:17,37.3962935,127.1113463,172,9.521460526322866,1.0,34.277257894762315
15:44:18,37.3963036,127.1112349,172,9.904866998508489,1.0,35.65752119463056
15:44:19,37.3963118,127.1111241,172,9.830363896565183,1.0,35.38931002763466
15:44:20,37.3963157,127.1110136,172,9.771111924872043,1.0,35.17600292953936
15:44:21,37.3963169,127.1109164,172,8.58760864192171,1.0,30.915391110918158
15:44:22,37.3963174,127.1108076,172,9.611467548105551,1.0,34.601283173179986
15:44:23,37.3963173,127.1106811,172,11.17491637941252,1.0,40.22969896588508
15:44:24,37.3963176,127.1105615,172,10.56542290195428,1.0,38.03552244703541
15:44:25,37.396318,127.1104526,172,9.620243403810045,1.0,34.63287625371616
15:44:26,37.396319,127.1103309,172,10.751457466372651,1.0,38.705246878941544
15:44:27,37.3963198,127.1101948,172,12.023296072952354,1.0,43.283865862628474
15:44:28,37.3963196,127.1100806,172,10.08836268321777,1.0,36.31810565958398
15:44:29,37.3963182,127.1099517,172,11.387988798287452,1.0,40.99675967383483
15:44:30,37.396317,127.1098197,172,11.6615399112136,1.0,41.98154368036896
15:44:31,37.3963169,127.1096912,172,11.351594785801954,1.0,40.86574122888703
15:44:32,37.3963169,127.1095546,172,12.067137002849048,1.0,43.441693210256574
15:44:33,37.3963167,127.1094488,172,9.346315598463741,1.0,33.64673615446947
15:44:34,37.3963169,127.1093244,172,10.989421074598166,1.0,39.5619158685534
15:44:35,37.396318,127.1092171,172,9.479587024086301,1.0,34.12651328671068
15:44:36,37.3963191,127.1091158,172,8.949598331743873,1.0,32.21855399427795
15:44:37,37.39632,127.1090291,172,7.65966360088594,1.0,27.574788963189384
15:44:38,37.3963205,127.1089202,172,9.620300924926855,1.0,34.63308332973668
15:44:39,37.39632,127.1088162,172,9.18744635093466,1.0,33.07480686336478
15:44:40,37.3963192,127.1087222,172,8.30436253147435,1.0,29.89570511330766
15:44:41,37.3963184,127.1086219,172,8.860869745245703,1.0,31.89913108288453
15:44:42,37.3963175,127.1085249,172,8.56948826634964,1.0,30.850157758858707
15:44:43,37.396317,127.1084237,172,8.940101568253656,1.0,32.184365645713164
15:44:44,37.3963169,127.1083329,172,8.02120857992082,1.0,28.876350887714953
15:44:45,37.3963171,127.1082441,172,7.844553956674899,1.0,28.240394244029638
15:44:46,37.3963172,127.1081588,172,7.535343363905356,1.0,27.127236110059282
15:44:47,37.3963167,127.108073,172,7.579708695548153,1.0,27.286951303973353
15:44:48,37.3963162,127.1079846,172,7.809384715235254,1.0,28.113784974846915
15:44:49,37.3963167,127.1078989,172,7.570875062836584,1.0,27.255150226211704
15:44:50,37.396321,127.1078253,172,6.519323552579382,1.0,23.469564789285776
15:44:51,37.3963307,127.1077482,172,6.895827438533643,1.0,24.824978778721114
15:44:52,37.3963411,127.1076635,172,7.571167847294657,1.0,27.256204250260765
15:44:53,37.3963455,127.1076,120,5.630834116124457,1.0,20.271002818048046
15:44:54,37.3963464,127.1075081,170,8.118987662216636,1.0,29.22835558397989
15:44:55,37.3963458,127.1074422,172,5.821934400826104,1.0,20.958963842973972
15:44:56,37.3963515,127.1073648,172,6.866765822015502,1.0,24.720356959255806
15:44:57,37.396369,127.107308,172,5.381777454030628,1.0,19.37439883451026
15:44:58,37.3964059,127.1072531,172,6.352645850393979,1.0,22.869525061418326
15:44:59,37.3964515,127.107216,172,6.03747258378796,1.0,21.734901301636658
15:45:00,37.3965075,127.1071928,172,6.555515988316795,1.0,23.599857557940464
15:45:01,37.3965634,127.107188,172,6.23024267420461,1.0,22.428873627136596
15:45:02,37.3966319,127.1071886,172,7.617036890378781,1.0,27.421332805363612
15:45:03,37.3967116,127.1071909,172,8.864564432778854,1.0,31.912431958003875
15:45:04,37.3967833,127.1071947,172,7.979740112221297,1.0,28.727064403996668
15:45:05,37.3968538,127.1071967,172,7.8412330111190425,1.0,28.228438840028552
15:45:06,37.3969417,127.107194,172,9.776943826655497,1.0,35.196997775959794
15:45:07,37.3970149,127.10719,172,8.147134984881527,1.0,29.329685945573498
15:45:08,37.3971079,127.1071882,172,10.342350596337072,1.0,37.23246214681346
15:45:09,37.3971962,127.1071879,172,9.818547788321515,1.0,35.34677203795746
15:45:10,37.3972861,127.1071874,172,9.996521484960182,1.0,35.987477345856654
15:45:11,37.3973761,127.107187,172,10.007605779624505,1.0,36.02738080664822
15:45:12,37.3974681,127.1071869,172,10.22993706484775,1.0,36.8277734334519
15:45:13,37.397551,127.1071867,172,9.218076350134808,1.0,33.18507486048531
15:45:14,37.3976512,127.1071845,172,11.143426462856315,1.0,40.11633526628273
15:45:15,37.3977414,127.107182,172,10.032213450940416,1.0,36.115968423385496
15:45:16,37.3978314,127.1071797,172,10.00960565843128,1.0,36.03458037035261
15:45:17,37.3979234,127.1071765,172,10.233838091942555,1.0,36.8418171309932
15:45:18,37.3980193,127.1071712,172,10.673866456637722,1.0,38.4259192438958
15:45:19,37.3980993,127.1071651,126,8.911899992922077,1.0,32.08283997451948
15:45:20,37.3982203,127.1071532,172,13.495589352742467,1.0,48.584121669872886
15:45:21,37.3983209,127.1071391,172,11.255340141251047,1.0,40.51922450850377
15:45:22,37.3984226,127.1071209,172,11.422237549355756,1.0,41.120055177680726
15:45:23,37.3985159,127.1071016,172,10.51364115252535,1.0,37.849108149091265
15:45:24,37.3986179,127.107078,172,11.531888488403855,1.0,41.51479855825388
15:45:25,37.398717,127.107052,172,11.256225195025642,1.0,40.522410702092316
15:45:26,37.3988034,127.1070268,124,9.86176988802982,1.0,35.50237159690735
15:45:27,37.3989132,127.1069908,172,12.616564421175186,1.0,45.41963191623067
15:45:28,37.3990008,127.10696,172,10.113518292444477,1.0,36.40866585280012
15:45:29,37.3990846,127.1069296,172,9.697375328506805,1.0,34.9105511826245
15:45:30,37.3991599,127.1069009,172,8.748383004291892,1.0,31.494178815450812
15:45:31,37.3992189,127.1068778,172,6.870519978190312,1.0,24.73387192148512
15:45:32,37.3992655,127.1068585,172,5.4549483681052555,1.0,19.63781412517892
15:45:33,37.3993054,127.106841,172,4.698280280405636,1.0,16.91380900946029
15:45:34,37.399337,127.1068268,172,3.7309439361756507,1.0,13.431398170232344
15:45:35,37.3993586,127.106817,172,2.5530591954850004,1.0,9.191013103746002
15:45:36,37.3993756,127.1068093,172,2.008964098235616,1.0,7.232270753648217
15:45:37,37.3993878,127.1068038,136,1.4409546556002089,1.0,5.187436760160752
15:45:38,37.3993957,127.1068002,142,0.9342300928299995,1.0,3.363228334187998
15:45:39,37.3993962,127.1067998,172,0.06587553426705645,1.0,0.2371519233614032
15:45:40,37.3993952,127.1068003,172,0.1196457506797318,1.0,0.4307247024470345
15:45:41,37.3993952,127.1068003,172,0.0,1.0,0.0
15:45:42,37.3993952,127.1068002,172,0.008833559566475711,1.0,0.03180081443931256
15:45:43,37.3993958,127.1067997,172,0.08001216302424644,1.0,0.28804378688728716
15:45:44,37.3993972,127.1067991,142,0.16444815075071662,1.0,0.5920133427025799
15:45:45,37.3993972,127.1067991,142,0.0,1.0,0.0
15:45:46,37.3993972,127.1067991,172,0.0,1.0,0.0
15:45:47,37.3993972,127.1067991,172,0.0,1.0,0.0
15:45:48,37.3993972,127.1067991,140,0.0,1.0,0.0
15:45:49,37.3993972,127.1067991,142,0.0,1.0,0.0
15:45:50,37.3993972,127.1067991,142,0.0,1.0,0.0
15:45:51,37.3993972,127.1067991,172,0.0,1.0,0.0
15:45:52,37.3993972,127.1067991,140,0.0,1.0,0.0
15:45:53,37.3993972,127.1067991,142,0.0,1.0,0.0
15:45:54,37.3993972,127.1067991,172,0.0,1.0,0.0
15:45:55,37.3993972,127.1067991,172,0.0,1.0,0.0
15:45:56,37.3993972,127.1067991,172,0.0,1.0,0.0
15:45:57,37.3993972,127.1067991,142,0.0,1.0,0.0
15:45:58,37.3993972,127.1067991,172,0.0,1.0,0.0
15:45:59,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:00,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:01,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:02,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:03,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:04,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:05,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:06,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:07,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:08,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:09,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:10,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:11,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:12,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:13,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:14,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:15,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:16,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:17,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:18,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:19,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:20,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:21,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:22,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:23,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:24,37.3993972,127.1067991,144,0.0,1.0,0.0
15:46:25,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:26,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:27,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:28,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:29,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:30,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:31,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:32,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:33,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:34,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:35,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:36,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:37,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:38,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:39,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:40,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:41,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:42,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:43,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:44,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:45,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:46,37.3993972,127.1067991,138,0.0,1.0,0.0
15:46:47,37.3993972,127.1067991,138,0.0,1.0,0.0
15:46:48,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:49,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:50,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:51,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:52,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:53,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:54,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:55,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:56,37.3993972,127.1067991,172,0.0,1.0,0.0
15:46:57,37.3993972,127.1067991,140,0.0,1.0,0.0
15:46:58,37.3993972,127.1067991,142,0.0,1.0,0.0
15:46:59,37.3993972,127.1067991,140,0.0,1.0,0.0
15:47:00,37.3993972,127.1067991,172,0.0,1.0,0.0
15:47:01,37.3993972,127.1067991,142,0.0,1.0,0.0
15:47:02,37.3993972,127.1067991,172,0.0,1.0,0.0
15:47:03,37.3993972,127.1067991,172,0.0,1.0,0.0
15:47:04,37.3993972,127.1067991,142,0.0,1.0,0.0
15:47:05,37.3993972,127.1067991,140,0.0,1.0,0.0
15:47:06,37.3993972,127.1067991,142,0.0,1.0,0.0
15:47:07,37.3993972,127.1067991,142,0.0,1.0,0.0
15:47:08,37.3993972,127.1067991,144,0.0,1.0,0.0
15:47:09,37.3993972,127.1067991,140,0.0,1.0,0.0
15:47:10,37.3993972,127.1067991,142,0.0,1.0,0.0
15:47:11,37.3993972,127.1067991,140,0.0,1.0,0.0
15:47:12,37.3993972,127.1067991,142,0.0,1.0,0.0
15:47:13,37.3993972,127.1067991,138,0.0,1.0,0.0
15:47:14,37.3994128,127.1067926,134,1.8272008657805436,1.0,6.5779231168099574
15:47:15,37.3994425,127.106781,128,3.4578071366584524,1.0,12.44810569197043
15:47:16,37.3994829,127.1067642,132,4.731056909443966,1.0,17.03180487399828
15:47:17,37.3995348,127.1067426,120,6.078262292293856,1.0,21.88174425225788
15:47:18,37.3995945,127.106716,126,7.041925169435306,1.0,25.3509306099671
15:47:19,37.399661,127.1066863,116,7.846090645669557,1.0,28.245926324410405
15:47:20,37.3997321,127.1066552,130,8.369673920327699,1.0,30.13082611317972
15:47:21,37.3998047,127.1066232,128,8.553343931236776,1.0,30.792038152452395
15:47:22,37.3998791,127.1065902,130,8.771457919120952,1.0,31.577248508835428
15:47:23,37.3999559,127.106556,126,9.05839156090747,1.0,32.6102096192669
15:47:24,37.4000372,127.1065195,128,9.59791029773734,1.0,34.552477071854426
15:47:25,37.4001215,127.1064797,128,10.011352307933695,1.0,36.0408683085613
15:47:26,37.4002088,127.1064386,120,10.364021303312294,1.0,37.31047669192426
15:47:27,37.4002971,127.1063984,126,10.440935518295715,1.0,37.58736786586458
15:47:28,37.4003868,127.1063584,130,10.58154673136237,1.0,38.09356823290453
15:47:29,37.4004788,127.1063169,126,10.866930677730775,1.0,39.12095043983079
15:47:30,37.4005731,127.1062747,118,11.128580644182675,1.0,40.06289031905763
15:47:31,37.4006692,127.1062309,120,11.364701961413381,1.0,40.912927061088176
15:47:32,37.4007646,127.1061861,136,11.322116120724903,1.0,40.75961803460965
15:47:33,37.4008631,127.1061418,122,11.630766041910992,1.0,41.87075775087957
15:47:34,37.4009665,127.1060965,130,12.173986648322902,1.0,43.82635193396245
15:47:35,37.401074,127.1060491,122,12.665550953933245,1.0,45.595983434159685
15:47:36,37.4011838,127.1060007,122,12.936119942806132,1.0,46.57003179410207
15:47:37,37.4012958,127.1059499,116,13.237602628276974,1.0,47.65536946179711
15:47:38,37.4014119,127.1058984,108,13.687806480200905,1.0,49.27610332872326
15:47:39,37.4015293,127.1058457,122,13.859466933577849,1.0,49.89408096088026
15:47:40,37.4016452,127.1057927,122,13.711502090297452,1.0,49.36140752507083
15:47:41,37.4017603,127.1057396,124,13.630960487089899,1.0,49.07145775352364
15:47:42,37.4018741,127.1056884,122,13.437913264360358,1.0,48.37648775169729
15:47:43,37.4019875,127.1056371,124,13.399020836329019,1.0,48.23647501078447
15:47:44,37.4021023,127.1055853,124,13.560459890607406,1.0,48.81765560618666
15:47:45,37.4022154,127.1055343,120,13.358668256802622,1.0,48.09120572448944
15:47:46,37.4023264,127.1054837,122,13.126998568755173,1.0,47.257194847518626
15:47:47,37.4024394,127.1054311,116,13.396555172272965,1.0,48.227598620182675
15:47:48,37.4025514,127.1053796,116,13.258664629897295,1.0,47.73119266763026
15:47:49,37.4026614,127.1053305,116,12.977616679060358,1.0,46.71942004461729
15:47:50,37.4027695,127.105282,126,12.760796184593744,1.0,45.93886626453748
15:47:51,37.4028773,127.1052329,118,12.74731117209256,1.0,45.890320219533216
15:47:52,37.4029844,127.1051836,116,12.680200186763777,1.0,45.6487206723496
15:47:53,37.4030922,127.1051335,122,12.777630220401232,1.0,45.999468793444436
15:47:54,37.4032014,127.1050822,114,12.96045719171256,1.0,46.65764589016522
15:47:55,37.4033103,127.1050325,126,12.880354444229232,1.0,46.36927599922524
15:47:56,37.4034207,127.1049875,122,12.903409117555048,1.0,46.45227282319817
15:47:57,37.4035312,127.104946,128,12.82220315075611,1.0,46.159931342722
15:47:58,37.4036494,127.1049012,126,13.726044573007165,1.0,49.4137604628258
15:47:59,37.4037436,127.1048621,116,11.029263588122872,1.0,39.70534891724234
15:48:00,37.4038473,127.1048134,124,12.307173387688957,1.0,44.305824195680245
15:48:01,37.4039516,127.104758,126,12.587746364721225,1.0,45.31588691299641
15:48:02,37.4040564,127.1046976,122,12.816452856359009,1.0,46.139230282892434
15:48:03,37.4041601,127.1046309,116,12.948864082497147,1.0,46.61591069698973
15:48:04,37.4042583,127.1045535,126,12.883049913367428,1.0,46.37897968812274
15:48:05,37.4043581,127.1044669,124,13.478195500913731,1.0,48.521503803289434
15:48:06,37.404459,127.104378,128,13.694546249667894,1.0,49.30036649880442
15:48:07,37.4045566,127.1042877,124,13.468429193510246,1.0,48.48634509663689
15:48:08,37.4046599,127.1041863,120,14.565678598925407,1.0,52.436442956131465
15:48:09,37.4047519,127.1040902,122,13.293054241961858,1.0,47.85499527106269
15:48:10,37.404836,127.1039983,114,12.383194853540353,1.0,44.57950147274527
15:48:11,37.4049275,127.1038916,108,13.8687563543808,1.0,49.92752287577088
15:48:12,37.4050147,127.1037849,120,13.521883382905576,1.0,48.67878017846007
15:48:13,37.405099,127.1036764,122,13.405741980818714,1.0,48.26067113094737
15:48:14,37.4051807,127.1035641,120,13.450778817678799,1.0,48.42280374364368
15:48:15,37.4052627,127.1034443,120,13.968239469489793,1.0,50.28566209016326
15:48:16,37.4053448,127.1033166,112,14.511000011737789,1.0,52.23960004225604
15:48:17,37.4054239,127.1031845,122,14.61191320237229,1.0,52.60288752854025
15:48:18,37.4054977,127.1030535,128,14.185559934578343,1.0,51.068015764482034
15:48:19,37.405574,127.102909,128,15.326015698386627,1.0,55.173656514191855
15:48:20,37.4056337,127.1027907,124,12.379580641468173,1.0,44.56649030928543
15:48:21,37.4056963,127.1026573,122,13.685445702280472,1.0,49.2676045282097
15:48:22,37.4057536,127.1025205,128,13.66021462601748,1.0,49.17677265366293
15:48:23,37.4058079,127.1023814,122,13.689868232584383,1.0,49.283525637303775
15:48:24,37.4058634,127.1022418,124,13.788711992275914,1.0,49.63936317219329
15:48:25,37.405923,127.1021032,120,13.920945371446596,1.0,50.115403337207745
15:48:26,37.4059922,127.101949,120,15.643428519964658,1.0,56.31634267187277
15:48:27,37.4060508,127.101826,118,12.668540832400419,1.0,45.60674699664151
15:48:28,37.4061211,127.1016952,122,13.949316630996965,1.0,50.217539871589075
15:48:29,37.4061959,127.1015706,114,13.795017585466315,1.0,49.662063307678736
15:48:30,37.4062733,127.1014529,128,13.496353386886614,1.0,48.586872192791816
15:48:31,37.4063533,127.1013426,108,13.192733248003147,1.0,47.493839692811335
15:48:32,37.4064363,127.1012406,122,12.897551022666715,1.0,46.431183681600174
15:48:33,37.4065234,127.1011458,120,12.802926806159569,1.0,46.09053650217445
15:48:34,37.4066232,127.1010453,110,14.210839903471772,1.0,51.159023652498384
15:48:35,37.4067054,127.1009625,128,11.70600806140312,1.0,42.14162902105123
15:48:36,37.4068078,127.1008609,120,14.497659618674614,1.0,52.19157462722861
15:48:37,37.4069061,127.1007705,120,13.536287861868926,1.0,48.730636302728136
15:48:38,37.4070028,127.1006932,120,12.737117125803199,1.0,45.85362165289152
15:48:39,37.4071185,127.1006148,114,14.610530908512391,1.0,52.59791127064461
15:48:40,37.4072361,127.1005492,114,14.302739787703747,1.0,51.48986323573349
15:48:41,37.4073573,127.1004931,108,14.358895162699895,1.0,51.69202258571962
15:48:42,37.4074801,127.1004405,118,14.423478600197713,1.0,51.92452296071177
